slice,B_Area4
20,0.000062
20,0.1298
20,0.04977
20,0.5517
20,0.002338
20,0.000123
20,0.2294
20,0.000062
20,0.002584
20,0.000123
20,0.000062
20,0.0008
20,0.947
20,0.1789
20,0.000062
20,0.000369
20,0.06582
20,0.000369
20,0.000062
20,0.000308
20,0.000246
20,0.01193
20,0.007689
20,0.08686
20,0.000492
20,0.03285
20,0.000431
20,0.000246
20,0.002153
20,0.000123
20,0.000246
20,0.0008
20,0.000308
20,0.01415
20,0.000185
20,0.000369
20,0.000062
20,0.000062
20,0.000062
